Código Plan,Plan,Cohorte,Sede,RUN,DV,Nombres,Apellido Paterno,Apellido Materno,Número de alumno,Periodo Asignatura,Código Asignatura,Asignatura,Convocatoria,Calificación,Nota
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,11967644,6,FELIPE JONATHAN MATIAS,CHAVEZ,LOPEZ,3501,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,11967644,6,FELIPE JONATHAN MATIAS,CHAVEZ,LOPEZ,3501,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,20065594,4,NESTOR JESUS,DUPOUY,ALBARRAN,3451,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,20065594,4,NESTOR JESUS,DUPOUY,ALBARRAN,3451,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,9480939,K,CATALINA IVANNA,FAUNDEZ,BUSTAMANTE,3500,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,9480939,K,CATALINA IVANNA,FAUNDEZ,BUSTAMANTE,3500,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,12675534,K,JOCELYN ANGELICA,FONSECA,BELMAR,3439,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,12675534,K,JOCELYN ANGELICA,FONSECA,BELMAR,3439,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,17851099,0,VICTOR FRANCISCO,FUENZALIDA,TAPIA,3444,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,17851099,0,VICTOR FRANCISCO,FUENZALIDA,TAPIA,3444,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,7296748,1,GUSTAVO IGNACIO,GUZMAN,CARRASCO,3437,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,7296748,1,GUSTAVO IGNACIO,GUZMAN,CARRASCO,3437,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,14561737,8,YERCO PAOLO,HERNANDEZ,FERRADA,3481,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,14561737,8,YERCO PAOLO,HERNANDEZ,FERRADA,3481,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,12584206,2,RUBI MERCEDES,HIRCASH,AGUIRRE,3486,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,12584206,2,RUBI MERCEDES,HIRCASH,AGUIRRE,3486,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,13519109,2,GABRIEL ALEXANDER,IRRAZABAL,VILLALOBOS,3488,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,13519109,2,GABRIEL ALEXANDER,IRRAZABAL,VILLALOBOS,3488,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,23543983,1,CATALINA SUSANA,LONCON,PUGA,3449,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,23543983,1,CATALINA SUSANA,LONCON,PUGA,3449,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2012-01,Hogwarts,5338868,5,JAVIER ESTEBAN,LOPEZ,MANRIQUEZ,3454,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2012-01,Hogwarts,5338868,5,JAVIER ESTEBAN,LOPEZ,MANRIQUEZ,3454,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,25696627,3,DANIELA FERNANDA,LOYOLA,VILLANUEVA,3468,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,25696627,3,DANIELA FERNANDA,LOYOLA,VILLANUEVA,3468,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,15242706,0,NATHALIE NICOLE,MARTINEZ,DURAN,3457,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,15242706,0,NATHALIE NICOLE,MARTINEZ,DURAN,3457,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,12851081,0,SOLANGE FERNANDA,MONDACA,ABRIGO,3490,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,12851081,0,SOLANGE FERNANDA,MONDACA,ABRIGO,3490,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,5149824,4,MARCELA FERNANDA,MORENO,ORELLANA,3524,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,5149824,4,MARCELA FERNANDA,MORENO,ORELLANA,3524,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,18156284,5,YANET SOLANGE,PIEROLA,SANCHEZ,3467,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,18156284,5,YANET SOLANGE,PIEROLA,SANCHEZ,3467,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,13595495,1,LETICIA EUGENIA,PINO,PINO,3479,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,13595495,1,LETICIA EUGENIA,PINO,PINO,3479,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,6841955,3,MACARENA BELEN,PLAZA,MUÑOZ,3469,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,6841955,3,MACARENA BELEN,PLAZA,MUÑOZ,3469,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,9691385,2,LUIS GUILLERMO,POZA,RIOS,3438,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,9691385,2,LUIS GUILLERMO,POZA,RIOS,3438,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2014-01,Hogwarts,13311746,6,ESTEBAN PATRICIO,RAMIREZ,FIGUEROA,3592,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2014-01,Hogwarts,13311746,6,ESTEBAN PATRICIO,RAMIREZ,FIGUEROA,3592,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,23915370,K,CLARA ROXANA,REVECO,VEGA,3461,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,23915370,K,CLARA ROXANA,REVECO,VEGA,3461,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2015-01,Hogwarts,16463510,0,HUGO ARIEL,ROCCO,TAPIA,3544,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2015-01,Hogwarts,16463510,0,HUGO ARIEL,ROCCO,TAPIA,3544,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,23894725,K,VALERIA ESTEPHANIA,SERRANO,ALVAREZ,3448,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,23894725,K,VALERIA ESTEPHANIA,SERRANO,ALVAREZ,3448,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,4201405,7,NAYARETTE SOLANGE,SOTO,VEGA,3492,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,4201405,7,NAYARETTE SOLANGE,SOTO,VEGA,3492,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,17741350,K,FRANYELLY,TENASEN,NUÑEZ,3478,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,17741350,K,FRANYELLY,TENASEN,NUÑEZ,3478,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,25854175,3,BENJAMIN JOSHUA JOSE,VILLACURA,SANCHEZ,3477,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,25854175,3,BENJAMIN JOSHUA JOSE,VILLACURA,SANCHEZ,3477,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,19284198,6,JOSEFINA MAGDALENA DE JES,VILLAR,ARAYA,3433,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,19284198,6,JOSEFINA MAGDALENA DE JES,VILLAR,ARAYA,3433,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,25762710,6,JAVIERA ALEXANDRA,ZURITA,MENESES,3460,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,25762710,6,JAVIERA ALEXANDRA,ZURITA,MENESES,3460,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2023-01,Beauxbaton,20194731,5,LUKAS AMARO,OLIVARES,VEGA,2240,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2023-01,Beauxbaton,20194731,5,LUKAS AMARO,OLIVARES,VEGA,2240,2024-02,HP14091,TALLER DE COMPORTAMIENTO ETICO Y SOCIAL DEL MAGO,MAR,,
HP2,Magia PLAN 2005,2018-01,Hogwarts,8289134,4,KEVIN CLAUDIO,BONILLA,NÚÑEZ,4178,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2018-01,Hogwarts,8289134,4,KEVIN CLAUDIO,BONILLA,NÚÑEZ,4178,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2019-01,Hogwarts,6160884,K,SANTIAGO IGNACIO,GUERRA,SEPÚLVEDA,3036,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2019-01,Hogwarts,6160884,K,SANTIAGO IGNACIO,GUERRA,SEPÚLVEDA,3036,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2021-01,Hogwarts,10704005,2,FERNANDO CRISTÓBAL,LAGOS,CORTÉS,4551,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HP2,Magia PLAN 2005,2021-01,Hogwarts,10704005,2,FERNANDO CRISTÓBAL,LAGOS,CORTÉS,4551,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,16280814,4,BENJAMÍN MANUEL,MOLINA,SUÁREZ,4659,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,16280814,4,BENJAMÍN MANUEL,MOLINA,SUÁREZ,4659,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,17173838,0,ABRIL ESPERANZA,ZÚÑIGA,MOYA,4661,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,17173838,0,ABRIL ESPERANZA,ZÚÑIGA,MOYA,4661,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,21837525,3,ALFONSO REINERIO,JARA,ÁLVAREZ,3315,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,21837525,3,ALFONSO REINERIO,JARA,ÁLVAREZ,3315,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,16000859,3,JOSEPHA BELÉN,MORÁN,CABELLO,4872,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,16000859,3,JOSEPHA BELÉN,MORÁN,CABELLO,4872,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,18435000,1,NICOLÁS ANDRÉS,PONCE,CIFUENTES,4897,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,18435000,1,NICOLÁS ANDRÉS,PONCE,CIFUENTES,4897,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,7562137,4,SOFÍA ANTONIA,SAAVEDRA,GONZÁLEZ,4976,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,7562137,4,SOFÍA ANTONIA,SAAVEDRA,GONZÁLEZ,4976,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,8008185,0,JOAQUÍN IGNACIO,ALBORNOZ,CIFUENTES,5028,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,8008185,0,JOAQUÍN IGNACIO,ALBORNOZ,CIFUENTES,5028,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,19070580,6,CHRISTIAN PATRICIO,LÓPEZ,TORRECILLA,5075,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,19070580,6,CHRISTIAN PATRICIO,LÓPEZ,TORRECILLA,5075,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,22473043,5,DIEGO AURELIO,QUIÑEHUAL,MELLADO,5199,2024-02,GH13472,TALLER DE ETICA HECHICERA,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,22473043,5,DIEGO AURELIO,QUIÑEHUAL,MELLADO,5199,2024-02,GH13472,TALLER DE ETICA HECHICERA,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,7035801,5,DIEGO ANDRÉS,ASTORGA,VEGA,4966,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,7035801,5,DIEGO ANDRÉS,ASTORGA,VEGA,4966,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,22973990,6,SUIYI VALENTINA,CARVALLO,LY,4895,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,22973990,6,SUIYI VALENTINA,CARVALLO,LY,4895,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,14802934,4,MAXIMILIANO ALEJANDRO,MEZA,NÚÑEZ,4828,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,14802934,4,MAXIMILIANO ALEJANDRO,MEZA,NÚÑEZ,4828,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,22709231,1,MARÍA JOSÉ,REYES,ORTEGA,4984,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,22709231,1,MARÍA JOSÉ,REYES,ORTEGA,4984,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,19722133,5,BENJAMÍN ARIEL,ÁLVAREZ,FUENTEALBA,5023,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,19722133,5,BENJAMÍN ARIEL,ÁLVAREZ,FUENTEALBA,5023,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,7574090,1,ISIDORA IGNACIA,AMÉSTICA,MORALES,5073,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,7574090,1,ISIDORA IGNACIA,AMÉSTICA,MORALES,5073,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,10073752,2,FRANCO IVAN,CARREÑO,GALLARDO,5100,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,10073752,2,FRANCO IVAN,CARREÑO,GALLARDO,5100,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,13492808,1,SOLANGE VANIA,CASTILLO,MÁRQUEZ,5214,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,13492808,1,SOLANGE VANIA,CASTILLO,MÁRQUEZ,5214,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,20658858,6,BRANDON GIOVANNY JUAN,CORREA,BASCUR,5021,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,20658858,6,BRANDON GIOVANNY JUAN,CORREA,BASCUR,5021,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,6486924,K,DIEGO BENJAMÍN,DROGUETT,CASTRO,5061,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,6486924,K,DIEGO BENJAMÍN,DROGUETT,CASTRO,5061,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,6733913,0,CATALINA ANTONIA,JIMÉNEZ,GALLARDO,5083,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,6733913,0,CATALINA ANTONIA,JIMÉNEZ,GALLARDO,5083,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,18302590,4,AMARO MARTIN,LOPEZ,TORRES,5113,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,18302590,4,AMARO MARTIN,LOPEZ,TORRES,5113,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,5149979,9,ANDREA VALENTINA,MARTINEZ,ATENCIO,5192,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,5149979,9,ANDREA VALENTINA,MARTINEZ,ATENCIO,5192,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,13248917,4,GERALDINE YEZNEE,MATTA,BUSTOS,5033,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,13248917,4,GERALDINE YEZNEE,MATTA,BUSTOS,5033,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,5764577,7,SEBASTIAN ANDRES,PEREZ,QUINTANILLA,5014,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,5764577,7,SEBASTIAN ANDRES,PEREZ,QUINTANILLA,5014,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,19105364,K,MATÍAS AGUSTÍN,SALGADO,LOYOLA,5134,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,19105364,K,MATÍAS AGUSTÍN,SALGADO,LOYOLA,5134,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,11545927,5,SOLEDAD MARGARITA,SÁNCHEZ,SEGOVIA,5022,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,11545927,5,SOLEDAD MARGARITA,SÁNCHEZ,SEGOVIA,5022,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,24251380,4,AMANDA MILLARAY,TAPIA,SUAZO,5154,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,24251380,4,AMANDA MILLARAY,TAPIA,SUAZO,5154,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,14907365,0,MAGNO ARIÓN,ZEBALLOS,NÚÑEZ,5129,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,14907365,0,MAGNO ARIÓN,ZEBALLOS,NÚÑEZ,5129,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2018-01,Hogwarts,16918186,3,MARCELO IGNACIO,AGUIRRE,AGUIRRE,3540,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2018-01,Hogwarts,16918186,3,MARCELO IGNACIO,AGUIRRE,AGUIRRE,3540,2024-02,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,DIC,,
